,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
7308,Rinku Travels,A/C Seater / Sleeper (2+1),21:15,01:55,04h 40m,400.0,45 Seats available,3.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7309,Rinku Travels,A/C Seater / Sleeper (2+1),21:30,00:50,03h 20m,350.0,35 Seats available,3.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7310,GAYATRI TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),21:50,01:00,03h 10m,500.0,1 Seat available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7311,Bhagwati Travel Agency,A/C Seater / Sleeper (2+1),22:15,01:15,03h 00m,599.0,32 Seats available,3.4,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7312,Jain travels regd,NON AC Seater / Sleeper 2+1,23:00,02:45,03h 45m,350.0,40 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7313,NueGo,Electric A/C Seater (2+2),23:30,03:35,04h 05m,563.0,25 Seats available,4.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7314,Jain travels regd,NON AC Seater / Sleeper 2+1,23:50,03:15,03h 25m,400.0,42 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7315,Goyal Travels,A/C Seater / Sleeper (2+1),13:30,17:15,03h 45m,450.0,25 Seats available,2.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7316,MAHALA TRAVELS,A/C Seater (2+2),14:45,18:15,03h 30m,547.62,44 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7317,Kalpana Travels Pvt. Ltd.,NON AC Seater / Sleeper 2+1,19:15,23:30,04h 15m,400.0,37 Seats available,2.8,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7318,Haji Ali Travels,A/C Seater / Sleeper (2+1),19:30,01:00,05h 30m,450.0,37 Seats available,1.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7319,janta shatabdi travels,Non A/C Seater / Sleeper (2+1),20:00,23:00,03h 00m,555.0,42 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7320,Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),20:00,00:00,04h 00m,570.0,47 Seats available,2.4,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7321,NEW RADHIKA TRAVEL,Non A/C Seater / Sleeper (2+1),20:00,23:15,03h 15m,699.0,26 Seats available,1.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7322,SHAGUN CARGO & TRAVELS,NON A/C Seater/ Sleeper (2+1),20:15,01:00,04h 45m,555.0,32 Seats available,2.3,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7323,Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),20:30,00:30,04h 00m,570.0,38 Seats available,2.4,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7324,Shree Baba Travels,A/C Seater / Sleeper (2+1),21:00,01:00,04h 00m,599.0,34 Seats available,1.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7325,FOR HANS TRAVELS,NON AC Seater / Sleeper 2+1,21:30,00:50,03h 20m,570.0,34 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7326,NEW RADHIKA TRAVEL,NON A/C Seater/ Sleeper (2+1),22:00,02:00,04h 00m,599.0,19 Seats available,1.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7327,FOR HANS TRAVELS,NON AC Seater / Sleeper 2+1,22:30,02:20,03h 50m,475.0,43 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7328,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),14:00,17:15,03h 15m,799.0,23 Seats available,4.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7329,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),15:00,19:00,04h 00m,999.0,19 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7330,Shri mahavir tour and travels,AC Sleeper (2+1),15:15,19:15,04h 00m,2500.0,32 Seats available,4.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7331,Shree Raj Akanshi travels,A/C Seater / Sleeper (2+1),15:20,19:00,03h 40m,832.0,38 Seats available,3.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7332,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),16:00,19:30,03h 30m,999.0,21 Seats available,3.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7333,Shri mahavir tour and travels,AC Sleeper (2+1),17:15,21:35,04h 20m,1500.0,28 Seats available,4.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7334,GODARA TRAVELS,AC Sleeper (2+1),17:55,21:55,04h 00m,1499.0,24 Seats available,3.3,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7335,Sethi Yatra Company,A/C Seater/Sleeper (2+1),18:00,20:50,02h 50m,1000.0,27 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7336,GK Travels,A/C Sleeper (2+1),18:00,21:45,03h 45m,1599.0,19 Seats available,3.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7337,Anshi Raj Shree Travels,A/C Seater / Sleeper (2+1),18:00,22:00,04h 00m,899.0,34 Seats available,3.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7338,Jai Shrinath Travels,A/C Seater / Sleeper (2+1),18:30,22:00,03h 30m,4999.0,36 Seats available,4.3,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7339,GODARA TRAVELS,AC Sleeper (2+1),18:40,22:25,03h 45m,1499.0,22 Seats available,3.3,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7340,Tiwari Travels,A/C Seater / Sleeper (2+1),19:15,23:15,04h 00m,4000.0,28 Seats available,3.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7341,SKT Radhika Travels,Non A/C Seater / Sleeper (2+1),19:30,23:45,04h 15m,600.0,36 Seats available,3.4,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7342,New Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),19:30,23:30,04h 00m,899.0,22 Seats available,4.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7343,Shri mahavir tour and travels,AC Sleeper (2+1),19:50,23:40,03h 50m,1500.0,26 Seats available,4.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7344,Sethi Yatra Company,A/C Seater / Sleeper (2+1),20:30,00:20,03h 50m,950.0,17 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7345,PTC-SKYBUS,A/C Seater/Sleeper (2+1),20:30,01:00,04h 30m,699.0,19 Seats available,4.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7346,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00,01:00,04h 00m,699.0,26 Seats available,3.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7347,New Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),21:00,00:15,03h 15m,699.0,28 Seats available,4.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7348,Maharani Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15,01:30,04h 15m,701.0,23 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7349,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15,01:00,03h 45m,999.0,21 Seats available,3.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7350,Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15,01:00,03h 45m,999.0,20 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7351,Dev Express ®,A/C Sleeper (2+1),21:30,01:10,03h 40m,1304.0,18 Seats available,4.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7352,Sethi Yatra Company,A/C Sleeper (2+1),21:30,01:50,04h 20m,1500.0,21 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7353,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:40,01:40,04h 00m,925.0,40 Seats available,3.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7354,Garhwal Travels,A/C Seater / Sleeper (2+1),22:00,01:00,03h 00m,800.0,28 Seats available,3.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7355,SHEKHAR TRAVELS,A/C Seater / Sleeper (2+1),22:15,02:20,04h 05m,800.0,19 Seats available,3.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7356,Shree Paras Travels,A/C Seater / Sleeper (2+1),22:15,01:45,03h 30m,760.95,41 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7357,Gajraj bus service,Bharat Benz A/C Seater /Sleeper (2+1),22:15,01:20,03h 05m,1300.0,24 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7358,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),22:20,02:10,03h 50m,786.0,18 Seats available,3.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7359,Sethi Yatra Company,A/C Seater / Sleeper (2+1),22:25,02:45,04h 20m,1099.0,27 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7360,Shree Mahaveer Travels Jaipur,A/C Sleeper (2+1),22:30,02:30,04h 00m,1699.0,28 Seats available,3.4,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7361,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),23:00,02:30,03h 30m,925.0,40 Seats available,3.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7362,Om shree ji travles,NON A/C Seater/ Sleeper (2+1),23:15,04:00,04h 45m,600.0,42 Seats available,3.1,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7363,Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),12:30,15:00,02h 30m,1799.0,47 Seats available,1.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7364,SHREE MARUTIKRUPA TRAVELS AND CARGO,A/C Seater / Sleeper (2+1),12:45,17:45,05h 00m,1018.0,23 Seats available,2.4,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7365,Panwar Travels,A/C Sleeper (2+1),14:00,18:30,04h 30m,2313.0,36 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7366,MAHALA TRAVELS,A/C Sleeper (2+1),14:10,17:40,03h 30m,760.95,27 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7367,janta shatabdi travels,A/C Sleeper (2+1),14:30,19:00,04h 30m,647.0,36 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7368,Jain Shiv Shankar Travels,Bharat Benz A/C Seater /Sleeper (2+1),14:35,19:05,04h 30m,832.0,35 Seats available,2.3,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7369,Jain Shiv Shankar Travels,Bharat Benz A/C Seater /Sleeper (2+1),14:55,18:55,04h 00m,739.0,33 Seats available,2.3,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7370,LATSAHIB BHAWANI TOUR AND TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),15:25,19:15,03h 50m,700.0,34 Seats available,2.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7371,Panwar Travels,A/C Seater / Sleeper (2+1),15:30,18:50,03h 20m,786.0,25 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7372,Ambika Tour and Travels,AC Sleeper (2+1),16:45,20:35,03h 50m,1904.76,34 Seats available,2.4,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7373,Jain Shiv Shankar Travels,A/C Sleeper (2+1),17:00,21:30,04h 30m,1294.0,36 Seats available,2.3,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7374,Goyal Travels,VE A/C Seater / Sleeper (2+1),17:30,21:35,04h 05m,700.0,40 Seats available,2.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7375,Shree Balajee Travels And Cargo,NON A/C Seater/ Sleeper (2+1),18:00,21:10,03h 10m,1500.0,40 Seats available,1.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7376,janta shatabdi travels,NON A/C Seater/ Sleeper (2+1),18:00,22:30,04h 30m,833.0,41 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7377,Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),18:00,21:05,03h 05m,664.0,29 Seats available,2.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7378,LATSAHIB BHAWANI TOUR AND TRAVELS,Bharat Benz A/C Sleeper (2+1),18:15,21:45,03h 30m,1200.0,34 Seats available,2.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7379,Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),19:00,00:30,05h 30m,670.0,41 Seats available,2.4,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7380,yogesh Travels,A/C Seater / Sleeper (2+1),19:20,23:00,03h 40m,2000.0,40 Seats available,2.4,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7381,MJ Bhati Travels JJN,Bharat Benz A/C Seater /Sleeper (2+1),19:30,23:30,04h 00m,899.0,40 Seats available,2.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7382,NEW RADHIKA TRAVEL,NON A/C Seater/ Sleeper (2+1),19:30,00:30,05h 00m,649.0,26 Seats available,1.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7383,Khushi Tour. Travels,A/C Seater / Sleeper (2+1),20:00,22:45,02h 45m,1100.0,40 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7384,Mansoori tour and travels,Non A/C Seater / Sleeper (2+1),20:00,00:15,04h 15m,630.0,40 Seats available,1.4,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7385,Shatabdi Travels,NON A/C Sleeper (2+1),20:00,00:00,04h 00m,648.0,23 Seats available,2.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7386,Shree Karni Maharaja Travels,A/C Sleeper (2+1),20:01,00:11,04h 10m,762.0,32 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7387,New shiv mahima travels express & cargo,NON AC Seater / Sleeper 2+1,20:45,00:45,04h 00m,900.0,34 Seats available,1.8,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7388,janta shatabdi travels,Non A/C Seater / Sleeper (2+1),21:00,00:00,03h 00m,925.0,37 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7389,Lucky Travels Agency,NON A/C Sleeper (2+1),21:00,00:32,03h 32m,1000.0,32 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7390,Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),21:00,00:30,03h 30m,600.0,37 Seats available,2.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7391,Mansoori tour and travels,A/C Seater / Sleeper (2+1),21:00,01:00,04h 00m,630.0,40 Seats available,1.4,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7392,Kalpana Travels Pvt. Ltd.,AC Sleeper (2+1),21:30,01:45,04h 15m,700.0,30 Seats available,2.8,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7393,Shatabdi Travels,AC Sleeper (2+1),21:31,00:16,02h 45m,952.0,14 Seats available,2.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7394,Choudhary travels and cargo,A/C Seater / Sleeper (2+1),22:00,00:00,02h 00m,600.0,21 Seats available,1.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7395,First Choice Holidays,A/C Seater / Sleeper (2+2),22:00,01:45,03h 45m,3999.0,54 Seats available,2.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7396,Shri Chirag Travel Agency,NON AC Seater / Sleeper 2+1,22:15,01:45,03h 30m,810.0,32 Seats available,2.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7397,SHAGUN CARGO & TRAVELS,A/C Sleeper (2+1),22:15,02:45,04h 30m,648.0,29 Seats available,2.3,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7398,Panwar Travels,A/C Sleeper (2+1),22:30,02:30,04h 00m,1350.0,30 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7399,Dev Darbar Travel Agency,A/C Sleeper (2+1),22:30,01:30,03h 00m,1799.0,37 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7400,Shri Chirag Travel Agency,AC Sleeper (2+1),22:35,01:44,03h 09m,1182.0,37 Seats available,2.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7401,Rajat Travels,Non A/C Seater / Sleeper (2+1),22:45,02:00,03h 15m,600.0,21 Seats available,2.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7402,Shree Karni Maharaja Travels,AC Sleeper (2+1),22:55,02:20,03h 25m,857.0,30 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7403,Kalpana Travels Pvt. Ltd.,AC Sleeper (2+1),23:15,03:45,04h 30m,800.0,24 Seats available,2.8,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7404,Salasar vaishnav travels,Non A/C Seater / Sleeper (2+1),23:35,03:35,04h 00m,750.0,38 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7405,Deepak Travels,AC Sleeper (2+1),23:40,02:45,03h 05m,899.0,25 Seats available,2.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7406,Om sai tour and travels,NON A/C Sleeper (2+1),23:50,05:30,05h 40m,900.0,30 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7407,Rathi Travels Agency,NON A/C Sleeper (2+1),23:57,03:21,03h 24m,1200.0,37 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7408,AMIT TRAVELS REGD.,NON A/C Sleeper (2+1),00:35,04:15,03h 40m,1200.0,36 Seats available,1.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
7409,RSRTC - 193584,Express Non AC Seater 2+3,13:00,18:00,05h 00m,258.0,42 Seats available,2.9,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7410,RSRTC - 168081,Express Non AC Seater 2+3,16:40,22:15,05h 35m,258.0,42 Seats available,2.9,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7411,RSRTC - 163509,Express Non AC Seater 2+3,17:05,22:30,05h 25m,258.0,42 Seats available,2.9,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7412,RSRTC - 169316,Express Non AC Seater 2+3,19:20,00:15,04h 55m,258.0,42 Seats available,2.9,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7413,RSRTC - 190961,NON AC Seater / Sleeper 2+1,22:40,04:40,06h 00m,334.0,21 Seats available,2.9,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7414,RSRTC - 163517,Express Non AC Seater 2+3,23:00,05:00,06h 00m,250.0,42 Seats available,2.9,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7415,RSRTC - 178948,Super Luxury Volvo AC Seater Pushback 2+2,23:59,04:45,04h 46m,524.0,9 Seats available,2.9,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7416,Jain travels regd,NON AC Seater / Sleeper 2+1,23:50,05:00,05h 10m,350.0,20 Seats available,1.9,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7417,Jakhar Travels And Cargo,A/C Seater / Sleeper (2+1),21:45,02:30,04h 45m,330.0,36 Seats available,3.5,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7418,Jakhar Travels And Cargo,A/C Sleeper (2+1),23:00,03:40,04h 40m,600.0,25 Seats available,3.5,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7419,Shre Ganesh Travels,A/C Seater / Sleeper (2+1),22:15,04:00,05h 45m,700.0,29 Seats available,3.3,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7420,Swagat Travels,A/C Seater / Sleeper (2+1),22:00,03:20,05h 20m,600.0,32 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7421,Pooja Travels,A/C Seater / Sleeper (2+1),19:15,01:15,06h 00m,450.0,38 Seats available,2.8,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7422,Jain Shiv Shankar Travels,A/C Seater/Sleeper (2+1),16:00,20:45,04h 45m,600.0,33 Seats available,2.3,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7423,Jakhar Travels,A/C Sleeper (2+1),23:15,03:50,04h 35m,600.0,19 Seats available,3.8,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7424,Jakhar Travels And Cargo,A/C Seater / Sleeper (2+1),23:30,03:55,04h 25m,599.0,40 Seats available,3.5,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7425,R.S.Sodha Travels,A/C Seater / Sleeper (2+1),23:15,03:10,03h 55m,600.0,27 Seats available,3.5,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7426,Bhagwati Travels and Tours,A/C Seater/Sleeper (2+1),20:10,00:35,04h 25m,400.0,7 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7427,Shree Ganesh Travels,A/C Seater / Sleeper (2+1),22:00,03:05,05h 05m,400.0,38 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7428,Shree Ganesh Travels,A/C Seater / Sleeper (2+1),21:00,01:30,04h 30m,450.0,40 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7429,Chouhan travels and Cargo,A/C Seater / Sleeper (2+1),22:15,03:30,05h 15m,700.0,31 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7430,Gorsiya Travels,A/C Seater / Sleeper (2+1),20:30,00:45,04h 15m,761.9,31 Seats available,2.9,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7431,Gorsiya Travels,A/C Seater / Sleeper (2+1),21:45,02:00,04h 15m,600.0,38 Seats available,2.9,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
7432,Kalpana Travels Pvt. Ltd.,A/C Seater / Sleeper (2+1),22:30,03:00,04h 30m,600.0,40 Seats available,2.8,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
